"","state","year","grade","perind","perasn","perhsp","perblk","perwht","perfrl","pernonfrl","perell","perspeced","ind","asn","hsp","blk","wht","frl","nonfrl","totenrl","nsch","ncharters","gslo","gshi","speced","ell","elmtch","tottch","aides","corsup","elmgui","stutch_wht","stutch_blk","stutch_hsp","stutch_all","diffstutch_blkwht","diffstutch_hspwht","ratstutch_whtblk","ratstutch_whthsp","flunch_wht","flunch_blk","flunch_hsp","flunch_all","diffexplch_blkwht","diffexplch_hspwht","percharter_all","percharter_wht","percharter_blk","percharter_hsp","hswhtblk","hswhthsp","hsflnfl","ppexp_tot","ppexp_inst","pprev_tot","totppe_fleslope","instppe_fleslope","baplus_wht","poverty517_wht","snap_wht","singmom_wht","samehouse_wht","unemp_wht","baplus_hsp","poverty517_hsp","snap_hsp","singmom_hsp","samehouse_hsp","unemp_hsp","baplus_blk","poverty517_blk","snap_blk","singmom_blk","samehouse_blk","unemp_blk","baplus_all","poverty517_all","singmom_all","snap_all","samehouse_all","unemp_all","pctenglish","pctforeign","pctmexico","pctpuerto","pctcuba","pctcentral","pctsouth","inc50all","incrat9010all","incrat9050all","incrat5010all","inc50blk","incrat9010blk","incrat9050blk","incrat5010blk","inc50hsp","incrat9010hsp","incrat9050hsp","incrat5010hsp","inc50wht","incrat9010wht","incrat9050wht","incrat5010wht","giniall","giniwht","giniblk","ginihsp","paredVblkwht","paredVhspwht","incVblkwht","incVhspwht","baplus_mal","baplus_fem","pov_mal","pov_fem","occbus_mal","occbus_fem","occsci_mal","occsci_fem","occeduc_mal","occeduc_fem","occhealth_mal","occhealth_fem","occserv_mal","occserv_fem","occsales_mal","occsales_fem","occtrade_mal","occtrade_fem","inlf_mal","inlf_fem","unemp_mal","unemp_fem","incVmalfem","educVmalfem","teenbirth_all","sesall","seswht","sesblk","seshsp","sesallimp1","sesallimp2","seswhtimp1","seswhtimp2","sesblkimp1","sesblkimp2","seshspimp1","seshspimp2","gstdmn_ela","gstdmnva_ela","gstdmn_math","gstdmnva_math"
"19","LA",2009,3,0.008875969,0.008144798,0.022470236,0.470057673,0.490451327,0.642958059,0.357041943,0.010466138,0.129484471,6.529411765,10.42647059,24.25,357.8382353,376.2941176,472.8690486,302.4691852,775.3382353,19.38235294,0.955882353,0,13,1209.132353,179.5588235,428.9249992,685.2749978,158.2897051,25.78382361,27.02205888,14.62140494,14.13109142,14.53521875,14.41964084,-0.490313572,-0.086186184,1.037825264,1.008057103,0.533007907,0.661929787,0.595837888,0.599492875,0.12892188,0.062829981,0.024046585,0.024217794,0.023237694,0.028793883,0.245707155,NA,0.100561257,11391.33614,5853.867143,11829.93459,9830.5361,1955.7073,0.182891109,0.176655084,0.204451203,0.22605764,0.865950066,0.04189338,0.136019826,NA,NA,NA,NA,0.055913065,0.107756398,0.465493336,0.433410321,0.572146372,0.8439509,0.08000305,0.159506874,0.262147032,0.364594939,0.30207273,0.851331736,0.046417603,NA,NA,NA,NA,NA,NA,NA,43147.10501,11.86143443,2.617539193,4.55607616,27262.3039,12.50386932,2.900644438,4.300813643,NA,NA,NA,NA,57863.27699,10.06339299,2.191581728,4.492087401,0.423402518,0.370558225,0.4263817,NA,NA,NA,NA,NA,0.141756128,0.166752476,0.172202646,0.227079066,0.106238104,0.093526802,0.039143576,0.010614598,0.045431942,0.140653425,0.022846356,0.089411406,0.13913697,0.248462186,0.132520664,0.356966074,0.279131428,0.010005058,0.734414158,0.647079424,0.073531399,0.065920186,0.542174697,-0.144883134,0.046233993,-0.980943972,-0.112289419,-2.68139881,NA,0,0,0,0,0,0,0,0.073529412,2.136218806,0.036234884,2.085247089,0.023717694
"20","MA",2009,3,NA,NA,NA,NA,NA,NA,NA,0.023088649,0.1681217,0.59352518,13.96043165,38.9676259,19.36330935,175.1438849,66.90303318,187.5933699,254.4964029,5.913669065,0.215827338,0.035971223,11.55035971,556.5,171.3273381,145.6413672,228.3776983,77.49388494,1.549280578,3.10971222,13.57111675,NA,NA,13.55589871,NA,NA,NA,NA,0.147575071,NA,NA,0.150906155,NA,NA,0.017340752,0.016509973,NA,NA,NA,NA,NA,15294.96427,8720.824124,15501.16955,5811.1675,2305.8745,0.404222976,NA,NA,NA,NA,0.05200154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434543419,NA,NA,NA,NA,0.044049828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406226498,0.398911275,0.06010259,0.076952584,0.191258801,0.157115662,0.101477666,0.038953461,0.081913942,0.174928833,0.028252517,0.103328122,0.1250335,0.172565423,0.174369734,0.306649591,0.162008966,0.006695397,0.876292391,0.776792826,0.060634139,0.048626289,0.467840841,-0.000759,0.006746047,NA,NA,NA,NA,0,0,0,0,0.028776978,0.071942446,0.007194245,0.122302158,NA,NA,NA,NA
"21","MD",2009,3,0.004841822,0.036973849,0.061755366,0.263916646,0.632512319,0.313899142,0.686100851,NA,0.119411029,10.83333333,161.625,251,945.9166667,1156.458333,771.4270497,1754.19795,2525.833333,57.875,1.416666667,0,13,4274.375,NA,1273.879161,2455.424986,468.983333,78.66666654,47.22500004,14.85164208,14.31567704,14.42034838,14.684373,-0.535965126,-0.431293846,1.038040748,1.029933922,0.244401435,0.317574279,0.313294663,0.272690022,0.073172845,0.068893227,0.005368525,0.005560706,0.005584128,0.007989867,0.194053467,NA,0.093064087,14557.6125,7420.972638,14848.92796,1764.0104,-209.49527,0.315413882,0.082976943,0.093576178,0.20503153,0.904661487,0.042910453,0.20599863,0.238016621,NA,NA,0.81412276,0.054210471,0.235190796,NA,NA,NA,NA,0.0694437,0.29990061,0.103634932,0.271848171,0.133918144,0.87953916,0.03852345,0.511978169,0.11532527,0.298254033,0.305832552,0.010492607,0.188689198,0.0762528,75117.48863,7.879397383,2.140589592,3.65487985,NA,NA,NA,NA,NA,NA,NA,NA,85047.6895,6.809744875,2.017398321,3.335098029,0.361640361,0.33898871,NA,NA,0.154830108,0.537451053,NA,NA,0.28708624,0.282617367,0.08005215,0.105105645,0.166043414,0.14539753,0.089072428,0.039130594,0.067234202,0.142901083,0.023236566,0.085432839,0.136271184,0.201866172,0.16199275,0.333231667,0.206331952,0.009400031,0.841588826,0.761319979,0.050442697,0.049305393,0.378768945,-0.047532423,0.019456923,0.410624701,0.704929611,NA,-0.245314343,0,0,0,0,0,0,0,0.041666667,3.460829254,0.027059729,3.376069654,0.015993081
"22","ME",2009,3,NA,NA,NA,NA,NA,NA,NA,NA,0.162142625,0.423076923,1.25,0.967948718,2.391025641,63.41666667,23.93057419,44.5181437,68.44871795,2.871794872,0,0.487179487,11.14102564,147.4615385,NA,49.26282025,77.21025639,28.71153854,1.346794871,1.475000001,10.66566012,NA,NA,10.66273041,NA,NA,NA,NA,0.329048182,NA,NA,0.32959116,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1529.7976,-33.706226,0.250810429,NA,NA,NA,NA,0.049900012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260976371,NA,NA,NA,NA,0.042097297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240187044,0.262965321,0.115371311,0.142281276,0.122158434,0.116529231,0.044800158,0.021177253,0.066308296,0.158102313,0.021047549,0.078133789,0.123247278,0.230773753,0.137255878,0.326543136,0.284420699,0.016836751,0.817170654,0.710716386,0.061407898,0.052427017,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.038461538,0.08974359,0.019230769,0.147435897,NA,NA,NA,NA
"23","MI",2009,3,NA,NA,NA,NA,NA,NA,NA,0.01872638,NA,1.854545455,6.698181818,11.67272727,42.74181818,148.9636364,84.84869287,132.4157024,214.5072727,6.278181818,0.481818182,0.354545455,12.73636364,NA,101.0781818,54.24399989,155.7452737,33.20745444,4.784545454,0.653454546,NA,NA,NA,17.70687835,NA,NA,NA,NA,NA,NA,NA,0.341828502,NA,NA,0.028207049,NA,NA,NA,NA,NA,NA,10576.84645,5602.343761,10665.54684,3507.9119,1073.4822,0.202585627,NA,NA,NA,NA,0.081665748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213477182,NA,NA,NA,NA,0.070953918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201451678,0.199551984,0.122623976,0.144021833,0.127450446,0.106126905,0.056855931,0.018377654,0.055180891,0.114806562,0.021057637,0.085897032,0.133422642,0.235453013,0.147948419,0.339989835,0.201461357,0.012443362,0.800851932,0.712778726,0.108274027,0.083571099,0.443040642,NA,NA,NA,NA,NA,NA,0,0,0,0,0.018181818,0.12,0.007272727,0.143636364,NA,NA,NA,NA
"24","MN",2009,3,0.038214021,0.020590036,0.054748778,0.027938333,0.858508836,0.280721686,0.719278316,0.027415305,0.150267845,3.903030303,12.21818182,13.54545455,18.42727273,133.2363636,49.81190729,131.2183957,181.330303,5.536363636,0.521212121,0.115151515,12.86060606,349.4545455,168.5606061,66.01454557,149.9418189,43.73424269,4.911212114,0.563636376,NA,NA,NA,15.29358677,NA,NA,NA,NA,NA,NA,NA,0.248668954,NA,NA,0.013122106,NA,NA,NA,NA,NA,0.014514454,11990.03811,5954.964392,11552.67921,7881.4194,5356.6807,NA,NA,NA,NA,NA,0.048849784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228097923,NA,NA,NA,NA,0.041322071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201665546,0.21541832,0.09050191,0.111819432,0.179855243,0.113976537,0.049456035,0.01838175,0.050959856,0.128861549,0.016415396,0.094205493,0.106597909,0.235840825,0.140963246,0.31474282,0.21795464,0.014545993,0.873838974,0.799526022,0.059865035,0.040293558,0.466843464,-0.105699414,0.019871882,NA,NA,NA,NA,0,0,0,0.003030303,0.024242424,0.136363636,0.012121212,0.175757576,NA,NA,NA,NA
"25","MO",2009,3,0.003732589,0.009559462,0.023207974,0.053829445,0.909670531,0.394697079,0.605302922,0.007696146,0.148469665,0.550863724,2.618042226,5.750479846,23.61228407,98.27447217,46.93123462,83.87490746,130.806142,4.032629559,0.078694818,0.3243762,12.42802303,241.4990403,29.67946257,50.67677549,122.7545105,20.22168907,1.541458728,1.942034556,NA,NA,NA,12.37675255,NA,NA,NA,NA,NA,NA,NA,0.360277474,NA,NA,0.001053658,NA,NA,NA,NA,NA,NA,10645.63433,5403.990676,9908.524737,448.427,-223.74382,0.159606853,NA,NA,NA,NA,0.05142496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172102429,NA,NA,NA,NA,0.043834373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148261817,0.164234946,0.133402547,0.164320148,0.142474756,0.102532772,0.032284973,0.013761751,0.043773572,0.125736785,0.01519628,0.084980819,0.116112683,0.230276196,0.129798012,0.335140725,0.251955233,0.01449972,0.806138096,0.701429127,0.063210764,0.057891639,0.484153942,-0.091201349,NA,NA,NA,NA,NA,0,0,0,0,0.007677543,0.063339731,0.019193858,0.161228407,NA,NA,NA,NA
"26","MS",2009,3,0.001687667,0.005633482,0.01949168,0.559362504,0.413812913,NA,NA,0.010000067,NA,0.503355705,2.436241611,6.268456376,133.261745,124.3691275,166.279133,100.1168404,266.8456376,5.838926174,0.006711409,0.11409396,12.95973154,NA,43.91275168,91.41744936,222.1429534,60.11073817,4.73624161,3.399328888,15.51341893,15.26469701,NA,15.38043642,-0.248721884,NA,1.016695344,NA,0.65106377,0.688525049,NA,0.671559315,0.037461279,NA,0.002489933,0.005551413,0.00140767,NA,NA,NA,NA,9126.003245,4789.180652,9406.980177,2513.4519,941.92645,0.21174778,NA,NA,NA,NA,0.048185895,NA,NA,NA,NA,NA,NA,0.108941014,0.466665757,0.393882506,0.556099562,0.855119865,0.105248911,0.16656508,0.308682631,0.406827338,0.300241335,0.856444538,0.057867986,NA,NA,NA,NA,NA,NA,NA,36863.83534,11.98053596,2.712553936,4.376477359,26250.99475,12.2349938,2.849931431,4.239635707,NA,NA,NA,NA,NA,NA,NA,NA,0.421746816,NA,0.406503742,NA,0.276733334,NA,NA,NA,0.15288087,0.167269602,0.216867585,0.266963453,0.106192664,0.084581931,0.032415204,0.011541429,0.049454266,0.136185047,0.0217662,0.094886723,0.132661824,0.225218432,0.137200873,0.322550128,0.237998715,0.012226429,0.738386298,0.654657939,0.083704797,0.091114629,0.425242673,-0.109921484,0.05444038,-1.35484588,NA,-2.82718051,NA,0,0,0.013422819,0,0,0,0.013422819,0.067114094,2.307519458,0.080846485,1.934373623,0.052028442
"27","MT",2009,3,NA,NA,NA,NA,NA,NA,NA,0.039653039,NA,4.155339806,0.359223301,0.932038835,0.368932039,27.71197411,10.52619584,22.46409553,33.52750809,2.27184466,0,0,9.533980583,NA,11.43042071,22.63948212,24.32783167,5.686731402,0.325566343,0.917799355,NA,NA,NA,10.19120834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7433.2568,3687.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.009708738,0.003236246,0.009708738,0.019417476,0.019417476,0.071197411,NA,NA,NA,NA
"28","NC",2009,3,0.015905282,0.01375063,0.104503385,0.28845044,0.577390264,NA,NA,0.062350504,0.129070226,15.53043478,25.71304348,124.7478261,319.8,543.626087,322.2359134,436.1032177,1029.417391,21.13913043,0.826086957,0.069565217,13,1591.747826,983.9565217,424.8113021,866.0660926,252.1921734,20.53478254,NA,14.53413983,14.14715748,14.20214413,14.37160443,-0.386982313,-0.3319957,1.027307322,1.024287244,NA,NA,NA,NA,NA,NA,0.020721368,0.02312381,0.020936065,0.012194606,NA,0.132842698,NA,9946.334437,5359.083126,10131.15451,218.29665,907.87262,0.218666693,0.154925027,0.152455658,0.218639679,0.883701685,0.056127962,0.089568739,NA,NA,NA,NA,0.082508444,NA,NA,NA,NA,NA,0.094037858,0.199712919,0.221100277,0.30154894,0.221579836,0.863744069,0.055811055,NA,NA,NA,NA,NA,NA,NA,46343.89386,10.54411333,2.521399577,4.142780718,NA,NA,NA,NA,NA,NA,NA,NA,57825.99919,8.577731062,2.279676763,3.758090602,0.410302168,0.373604452,NA,NA,NA,NA,NA,NA,0.186590755,0.195793161,0.158937014,0.196199576,0.120697954,0.10429025,0.040461478,0.016440733,0.055527707,0.145699099,0.021646165,0.087183476,0.136474553,0.222599664,0.149124676,0.31420327,0.242391594,0.011764831,0.778592628,0.694960223,0.076189714,0.080560656,0.362664278,-0.12274757,0.0374979,-0.613440141,-0.034966985,NA,NA,0,0,0,0,0.017391304,0.017391304,0,0.043478261,3.055486995,0.044370927,3.335789445,0.02518984
"29","ND",2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.288135593,0.395480226,1.033898305,1.079096045,30.82485876,9.53798635,27.08348268,36.62146893,2.598870056,0,0.152542373,12.22033898,NA,NA,24.76384179,44.06101691,10.5203391,0.644067797,0.893220343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8118.207,4973.4565,0.190273172,NA,NA,NA,NA,0.023062547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220262286,NA,NA,NA,NA,0.021087506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16943048,0.208560604,0.095487702,0.133364294,0.290502609,0.132622513,0.02451738,0.011887345,0.035288894,0.132819225,0.011186759,0.084098004,0.085880058,0.261660248,0.107719976,0.296737164,0.251090758,0.018788996,0.872503226,0.7828655,0.029694359,0.022700829,0.617585532,-0.175071656,NA,NA,NA,NA,NA,0,0,0.005649718,0,0.005649718,0.02259887,0.02259887,0.096045198,NA,NA,NA,NA
"30","NE",2009,3,0.030066704,0.005665709,0.071736979,0.012515081,0.880015528,0.276218324,0.723781676,0.019848397,0.156291235,1.686507937,1.805555556,12.25793651,7.063492063,61.25396825,26.56778872,57.49967149,84.06746032,3.78968254,0,0,13,173.9603175,72.73412698,55.96031789,86.45118979,22.85277777,3.086507985,1.632936518,11.80530846,NA,NA,11.79803897,NA,NA,NA,NA,0.243662587,NA,NA,0.246065475,NA,NA,0,0,NA,NA,NA,NA,NA,12458.16413,6934.378063,12750.1177,-130.53912,1644.0702,0.196508392,NA,NA,NA,NA,0.027235943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218714305,NA,NA,NA,NA,0.025026691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181341724,0.2012711,0.092278784,0.119649309,0.240808491,0.115439784,0.027102877,0.013050756,0.0447773,0.135637497,0.013003782,0.089150377,0.083000222,0.236736667,0.125138567,0.316965928,0.247482995,0.021761171,0.895631345,0.798495997,0.029373406,0.032128698,0.542278984,-0.131632981,0.022221612,NA,NA,NA,NA,0,0,0,0,0.015873016,0.055555556,0.01984127,0.154761905,NA,NA,NA,NA
"31","NH",2009,3,0.00288471,0.01851068,0.012923818,0.010544306,0.955136488,0.151348382,0.848651617,0.006415939,0.148788523,0.294117647,2.751633987,3.385620915,2.169934641,85.97385621,15.39975526,79.17540816,94.5751634,2.901960784,0.071895425,0.62745098,10.10457516,188.6797386,22.58823529,64.16601315,94.19084936,43.98169922,NA,3.206535947,11.58955111,NA,NA,11.58818687,NA,NA,NA,NA,0.142047876,NA,NA,0.142402297,NA,NA,0.003035514,0.003091412,NA,NA,NA,NA,NA,17992.33072,8320.508146,18043.32607,-3558.9548,-51.055302,0.324319675,NA,NA,NA,NA,0.044040385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341304973,NA,NA,NA,NA,0.035594042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325148246,0.324839728,0.064957996,0.081930064,0.158772464,0.135920343,0.08493024,0.028036532,0.067000167,0.159842289,0.02588952,0.096002906,0.128635559,0.188923702,0.166757819,0.318437369,0.197685212,0.009030014,0.875717569,0.773944181,0.047099529,0.0419263,0.518797823,NA,NA,NA,NA,NA,NA,0,0,0,0,0.026143791,0.058823529,0.039215686,0.130718954,NA,NA,NA,NA
"32","NJ",2009,3,0.001923146,0.06881623,0.137861281,0.100458562,0.685256169,0.169074289,0.830925711,NA,NA,0.312749004,18.04183267,40.24103586,32.66733068,104.810757,50.58846713,146.5330468,197.1215139,4.209163347,0.115537849,0.30876494,10.49003984,NA,NA,90.65438255,202.2019919,44.01215135,5.984661362,NA,10.23589034,NA,NA,10.21481058,NA,NA,NA,NA,0.155173741,NA,NA,0.158837375,NA,NA,0.004785686,0.004848996,NA,NA,NA,NA,NA,19235.57585,9788.050834,18985.21793,8976.0332,3243.0786,0.364323561,NA,NA,NA,NA,0.056337034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393910994,NA,NA,NA,NA,0.04897283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374092402,0.346967527,0.059112704,0.075566987,0.193841421,0.147980491,0.079991108,0.032263274,0.078088364,0.171487569,0.027131647,0.086892305,0.134421332,0.162079852,0.192298239,0.351803112,0.157164241,0.005406935,0.882513097,0.744863559,0.061427554,0.063170142,0.478766527,0.053361445,NA,NA,NA,NA,NA,0,0,0,0,0.019920319,0.027888446,0.005976096,0.053784861,NA,NA,NA,NA
"33","NM",2009,3,0.097427329,0.004136118,0.535392656,0.013281557,0.349762345,NA,NA,NA,0.153044856,27.71910112,3.898876404,164.6629213,8.04494382,79.29213483,171.4961851,107.4251629,283.6179775,8.898876404,0.752808989,0.202247191,13,512.4382022,NA,131.5382023,254.5078632,70.74831437,9.043820378,5.419101151,16.89186182,NA,15.50256691,16.50256081,NA,-1.389294901,NA,1.028975868,NA,NA,NA,NA,NA,NA,0.016251179,0.034913465,NA,0.007793473,NA,NA,NA,14896.27224,6818.026487,14705.17136,2161.1196,1249.1663,0.29119482,NA,NA,NA,NA,0.039073448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193237461,NA,NA,NA,NA,0.040248944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182841557,0.190267468,0.17415072,0.204603792,0.14925498,0.106097472,0.047823708,0.016824842,0.066132386,0.161026238,0.016105167,0.056360848,0.146558457,0.263434484,0.112294384,0.328145543,0.307097084,0.020091521,0.746901553,0.655507594,0.057915191,0.060633466,0.405278217,-0.084404746,NA,NA,NA,NA,NA,0,0,0.011235955,0,0.033707865,0.056179775,0,0,NA,NA,NA,NA
"34","NV",2009,3,0.045641034,0.020889482,0.247751105,0.030389882,0.655328502,0.331559495,0.668440514,0.080416803,0.132441678,29.82352941,158.4705882,789.0588235,222.3529412,811.1176471,740.0288327,1243.088821,2010.823529,36.05882353,1.823529412,0.117647059,12.76470588,2826.235294,4467.764706,602.2294235,1288.870594,NA,NA,16.17058829,16.98921124,NA,16.66834024,16.77714553,NA,-0.320871021,NA,1.025619308,0.275332994,NA,0.332362192,0.299799156,NA,0.057029198,0.009415624,0.010515302,NA,0.006934924,NA,0.132654825,0.077667838,13811.68079,6879.2324,14830.75609,-2036.0736,-4096.583,0.180582781,NA,NA,NA,NA,0.057808935,0.063271913,NA,NA,NA,NA,0.081361821,NA,NA,NA,NA,NA,NA,0.169560602,NA,NA,NA,NA,0.050446801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174190955,0.15758615,0.107277898,0.140114239,0.11895639,0.114669283,0.048739681,0.026803582,0.057431774,0.130075074,0.018280264,0.051377581,0.167673253,0.243118,0.115140256,0.351944669,0.29573863,0.020647666,0.786551867,0.669471351,0.065166927,0.080072244,0.588542286,-0.03778532,0.030960986,NA,NA,NA,NA,0,0,0,0,0,0.117647059,0,0,NA,NA,NA,NA
"35","NY",2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980740741,7.918518519,21.49037037,22.89333333,132.8711111,47.01224689,137.3743135,187.1377778,4.284444444,0.054814815,0.465185185,12.68740741,NA,NA,76.60400005,200.3165927,57.53377784,1.462666653,1.056444444,13.06808719,NA,NA,13.06279191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002897424,0.002560771,NA,NA,NA,NA,NA,NA,NA,NA,4205.9946,2483.5161,0.292337069,NA,NA,NA,NA,0.049336149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306418537,NA,NA,NA,NA,0.040250056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283044948,0.288346619,0.089494669,0.108958147,0.153779868,0.12105888,0.056628012,0.021747366,0.079264199,0.173723855,0.027836535,0.094283269,0.148246828,0.198069411,0.164392886,0.327412517,0.194772093,0.009127744,0.83113161,0.735066562,0.057078895,0.0477899,0.420584724,NA,NA,NA,NA,NA,NA,0,0,0,0,0.023703704,0.084444444,0.013333333,0.137777778,NA,NA,NA,NA
"36","OH",2009,3,0.001204176,0.011223263,0.019025523,0.056670169,0.878226964,0.271996418,0.728003581,0.009232465,0.140434339,0.294599018,4.220949264,6.512274959,34.97708674,162.6693944,78.79102428,149.946648,218.5630115,5.846153846,0.507364975,0.072013093,13,412.0671031,57.87561375,72.94926347,168.0291328,24.96563019,2.362193115,NA,17.88549483,NA,NA,17.88200056,NA,NA,NA,NA,0.252558142,NA,NA,0.254496718,NA,NA,0.010449936,0.010093564,NA,NA,NA,NA,NA,10778.04096,5327.481747,11431.64292,7464.7305,1103.8793,0.200545263,NA,NA,NA,NA,0.060659149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217472638,NA,NA,NA,NA,0.051184941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20231047,0.196370676,0.104720133,0.128414988,0.133098195,0.105441985,0.054490753,0.018209207,0.054306225,0.120099707,0.022544117,0.100089148,0.119771063,0.214275515,0.149922347,0.334878417,0.187350668,0.008740693,0.840340404,0.729948359,0.072885054,0.061492294,0.501360671,-0.031273153,0.022538787,NA,NA,NA,NA,0,0,0.001636661,0,0.032733224,0.098199673,0.014729951,0.160392799,NA,NA,NA,NA
"37","OK",2009,3,0.290505637,0.007458164,0.069744641,0.036305976,0.595985589,0.542407361,0.457592638,NA,NA,17.65028355,1.814744802,10.48582231,9.982986767,50.79584121,46.45101344,44.27488441,90.72967864,3.257088847,0.030245747,0.017013233,12.16257089,NA,NA,35.23591677,79.48241954,15.17183368,0.718903591,1.191871461,14.33348669,NA,NA,14.315944,NA,NA,NA,NA,0.507436141,NA,NA,0.508990489,NA,NA,0.00026711,0.000272732,NA,NA,NA,NA,0.00658759,9298.002123,4842.783727,9348.39803,1978.6323,1296.9678,0.170331972,NA,NA,NA,NA,0.03802076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173659094,NA,NA,NA,NA,0.03376488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156232319,0.168187408,0.14635096,0.181749797,0.139450782,0.108484332,0.032430839,0.0110831,0.049192549,0.145305698,0.016632069,0.080171641,0.114697655,0.234004911,0.11902651,0.340508883,0.279339216,0.016525632,0.782181965,0.653631924,0.051234459,0.046618177,0.519415331,NA,NA,NA,NA,NA,NA,0,0,0,0,0.030245747,0.034026465,0.007561437,0.100189036,NA,NA,NA,NA
